Index,Method,Source,Lab,Lat (N),Long (E),Sample Name,Lithology,Mineral,Age (Ma),2sigma,p-value,MSWD,df,n,Age Type,Instrument,Journal,DOI,Coordinates From
580,U-Pb,"Sapancı et al., 2023",22,38.62867,39.62001,36410,Plagiogranite,Zircon,79.80,0.80,0.770,0.09,6,4,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2023.107071,Precise coordinates
581,U-Pb,"Sapancı et al., 2023",22,38.49839,39.56063,36415,Gabbro,Zircon,82.00,2.90,0.800,0.06,2,2,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2023.107071,Precise coordinates
582,U-Pb,"Sar et al., 2024",17,41.25998,41.15384,AT44,Rhyolite,Zircon,83.43,0.87,0.920,0.60,20,21,mean,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2024.2326885,Precise coordinates
583,U-Pb,"Sayıt et al., 2026",22,38.912431,38.710375,CK-1a,Basalt,Zircon,78.80,1.10,0.006,2.20,14,8,conc,LA-ICPMS,Geochemistry,https://doi.org/10.1016/j.chemer.2026.126396,Precise coordinates
584,U-Pb,"Sayıt et al., 2026",22,38.853558,38.646528,HM-2,Basalt,Zircon,78.90,0.70,0.000,4.90,28,15,conc,LA-ICPMS,Geochemistry,https://doi.org/10.1016/j.chemer.2026.126396,Precise coordinates
585,U-Pb,"Sayıt et al., 2026",22,38.929464,38.710367,CK-2,Basaltic Andesite,Zircon,79.30,1.30,0.000,6.80,20,11,conc,LA-ICPMS,Geochemistry,https://doi.org/10.1016/j.chemer.2026.126396,Precise coordinates
586,U-Pb,"Sayıt et al., 2026",22,38.792258,38.577089,AD-2b,Granodiorite,Zircon,80.00,0.80,0.000,2.30,28,15,conc,LA-ICPMS,Geochemistry,https://doi.org/10.1016/j.chemer.2026.126396,Precise coordinates
587,U-Pb,"Sayıt et al., 2026",22,38.843769,38.630231,HM-1b,Granodiorite,Zircon,79.70,3.20,0.000,6.70,3,5,disc,LA-ICPMS,Geochemistry,https://doi.org/10.1016/j.chemer.2026.126396,Precise coordinates
588,U-Pb,"Şen., 2020",4,40.88028,29.06354,FS-Brg-2,Rhyolite,Zircon,45.66,0.84,0.150,2.00,40,21,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1905-19,Coordinates gathered from map
589,U-Pb,"Şengün and Koralay, 2017",2,39.95338,26.52491,08-50,Metavolcanic,Zircon,333.50,#REF!,0.448,1.00,13,14,mean,LA-ICPMS,International Journal of Earth Sciences,https://doi.org/10.1007/s00531-016-1334-z,Coordinates gathered from map
590,U-Pb,"Şengün and Koralay, 2017",2,39.95286,26.55449,08-51,Metavolcanic,Zircon,334.00,#REF!,0.151,1.50,8,9,mean,LA-ICPMS,International Journal of Earth Sciences,https://doi.org/10.1007/s00531-016-1334-z,Coordinates gathered from map
591,U-Pb,"Şengün et al., 2020",39,40.18818,27.50086,1805,Granitoid,Zircon,336.30,#REF!,0.820,0.05,22,12,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1910-7,Coordinates gathered from map
592,U-Pb,"Sönmez et al., 2024",20,41.346522,42.111573,Y-25,Trachytic Dyke,Zircon,29.20,0.30,0.014,2.10,12,13,mean,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jseaes.2024.106198,Precise coordinates
593,U-Pb,"Sönmez et al., 2024",20,41.31609,42.121317,Y-62,Trachyandesite/Andesite Dyke,Zircon,29.70,0.30,0.820,0.49,6,7,mean,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jseaes.2024.106198,Coordinates gathered from map
594,U-Pb,"Sönmez et al., 2024",20,41.345622,42.104904,Y-21,Trachyandesite/Andesite Dyke,Zircon,31.10,0.20,0.001,2.50,15,16,mean,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jseaes.2024.106198,Precise coordinates
595,U-Pb,"Sönmez et al., 2024",20,41.345848,42.105264,Y-22,Trachyandesite/Andesite Dyke,Zircon,31.00,0.20,0.030,1.70,18,19,mean,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jseaes.2024.106198,Precise coordinates
596,U-Pb,"Sunal et al., 2019",28,40.33244,28.47536,KG29,Granodiorite Porphyry,Zircon,50.90,1.20,0.999,0.46,40,21,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1811-5,Coordinates gathered from map
597,U-Pb,"Sünger et al., 2022",22,37.47880,34.77523,HG-1,Granite Porphyry,Zircon,54.74,2.16,0.000,7.90,8,9,mean,LA-ICPMS,Geotectonics,https://doi.org/10.1134/S0016852122030098,Coordinates gathered from map
598,U-Pb,"Toksoy-Köksal., 2019",42,38.634027,34.121928,EK18,Granodiorite,Zircon,84.52,0.93,0.240,1.30,22,12,conc,LA-ICPMS,Geodinamica Acta,https://doi.org/10.1080/09853111.2019.1597677,Coordinates gathered from map
599,U-Pb,"Toksoy-Köksal., 2019",42,38.671058,33.999091,EK4,Microgranite,Zircon,80.70,1.60,0.043,2.10,7,8,mean,LA-ICPMS,Geodinamica Acta,https://doi.org/10.1080/09853111.2019.1597677,Coordinates gathered from map
600,U-Pb,"Topak, 2022",22,37.92237,37.83154,YSF-AFT1,Granitoid,Zircon,79.67,#REF!,0.620,0.61,32,17,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1761,Coordinates gathered from map
601,U-Pb,"Topuz et al., 2010",28,40.41804,39.54429,7_a,Pluton,Zircon,135.00,72.00,0.736,0.50,4,6,disc,TIMS,Lithos,https://doi.org/10.1016/j.lithos.2010.01.003,Coordinates gathered from map
602,U-Pb,"Topuz et al., 2010",28,40.41804,39.54429,7_b,Pluton,Zircon,313.00,24.00,0.736,0.50,4,6,disc,TIMS,Lithos,https://doi.org/10.1016/j.lithos.2010.01.003,Coordinates gathered from map
603,U-Pb,"Topuz et al., 2010",28,40.41804,39.54429,7_c,Pluton,Zircon,319.00,5.00,0.610,0.26,44,23,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2010.01.003,Coordinates gathered from map
604,U-Pb,"Topuz et al., 2010",28,40.31279,39.32731,28,Pluton,Zircon,329.00,6.00,0.380,0.77,24,13,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2010.01.003,Coordinates gathered from map
605,U-Pb,"Topuz et al., 2010",28,40.31279,39.32731,28_a,Pluton,Zircon,341.00,5.40,0.999,0.01,3,5,disc,TIMS,Lithos,https://doi.org/10.1016/j.lithos.2010.01.003,Coordinates gathered from map
606,U-Pb,"Topuz et al., 2011",28,40.02804,38.83027,-,Leucogranodiorite,Zircon,51.10,1.00,0.794,0.72,18,10,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2011.02.003,Coordinates gathered from map
607,U-Pb,"Topuz et al., 2018",27,40.17700,29.49500,9219,Metagabbro,Zircon,262.00,5.00,0.508,0.98,42,22,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2017.12.005,Precise coordinates
608,U-Pb,"Topuz et al., 2018",27,40.23700,29.71400,9230,Metagabbro,Zircon,264.00,3.00,1.000,0.26,24,13,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2017.12.005,Precise coordinates
609,U-Pb,"Topuz et al., 2018",27,40.22400,29.66500,9233,Metagabbro,Zircon,258.00,5.00,0.149,1.20,54,28,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2017.12.005,Precise coordinates
610,U-Pb,"Topuz et al., 2020",40,40.14544,31.18830,54A,Amphibolite,Zircon,418.75,6.50,0.968,0.48,18,10,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2019.105302,Precise coordinates
611,U-Pb,"Topuz et al., 2020",40,40.12899,31.05642,188A,Amphibolite,Zircon,434.05,6.81,0.815,0.70,18,10,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2019.105302,Precise coordinates
612,U-Pb,"Topuz et al., 2020",40,40.15582,31.07263,138A,Biotite-metagranite,Zircon,434.52,9.40,0.224,1.30,10,6,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2019.105302,Precise coordinates
613,U-Pb,"Topuz et al., 2020",40,40.18384,31.08448,161A,Two-mica metagranite,Zircon,378.80,10.20,0.132,1.50,10,6,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2019.105302,Precise coordinates
614,U-Pb,"Topuz et al., 2020",27,40.00480,30.71108,10082,Hornblende-biotite metatonalite,Zircon,404.90,1.51,0.000,2.50,62,32,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2019.105302,Precise coordinates
615,U-Pb,"Topuz et al., 2020",40,40.12899,31.05642,188B,Felsic dyke,Zircon,313.83,5.67,0.725,0.70,10,6,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2019.105302,Precise coordinates
616,U-Pb,"Topuz et al., 2023",7,40.12326,39.86000,657,Gabbronorite,Zircon,322.60,2.50,1.000,0.23,40,21,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106946,Coordinates gathered from map
617,U-Pb,"Topuz et al., 2023",7,40.11842,39.85772,674,Anorthosite,Zircon,325.90,1.40,0.000,2.80,32,17,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2022.106946,Coordinates gathered from map
618,U-Pb,"Tükel et al., 2024",14,38.19606,26.80735,Quarry-1,Marble,calcite,73.30,11.00,1.000,0.20,25,27,disc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1977,Coordinates gathered from map
619,U-Pb,"Tükel et al., 2025",5,38.13919,35.35059,KVS-42,Granitoid,Zircon,51.80,0.32,0.930,0.64,28,15,conc,LA-ICPMS,Journal of Geochemical Exploration,https://doi.org/10.1016/j.gexplo.2025.107756,Coordinates gathered from map
620,U-Pb,"Tükel et al., 2025",5,38.11323,35.31645,KVS-120,Granitoid,Zircon,52.93,0.35,0.000,4.10,44,23,conc,LA-ICPMS,Journal of Geochemical Exploration,https://doi.org/10.1016/j.gexplo.2025.107756,Coordinates gathered from map
621,U-Pb,"Tükel et al., 2025",5,38.12925,35.26133,KVS-332,Granitoid,Zircon,53.66,0.30,0.000,2.50,48,25,conc,LA-ICPMS,Journal of Geochemical Exploration,https://doi.org/10.1016/j.gexplo.2025.107756,Coordinates gathered from map
622,U-Pb,"Tükel et al., 2025",5,38.15379,35.31754,KVS-S1,Granitoid,Zircon,52.37,0.41,0.000,4.30,46,24,conc,LA-ICPMS,Journal of Geochemical Exploration,https://doi.org/10.1016/j.gexplo.2025.107756,Coordinates gathered from map
623,U-Pb,"Tükel et al., 2025",5,38.15379,35.31754,-,Skarn,Garnet,50.10,3.30,0.000,1.40,84,43,conc,LA-ICPMS,Journal of Geochemical Exploration,https://doi.org/10.1016/j.gexplo.2025.107756,Coordinates gathered from map
624,U-Pb,"Tunç, 2024",22,39.79286,26.65908,2202,Diabase Dyke,Zircon,165.81,1.55,0.071,1.30,64,33,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1914,Precise coordinates
625,U-Pb,"Uğurcan and Ustaömer, 2025",3,40.94760,30.48136,GCAMİ 11,Meta-Granite,Zircon,486.00,5.00,0.976,0.44,17,18,mean,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2024.2406012,Coordinates gathered from map
626,U-Pb,"Uğurcan and Ustaömer, 2025",3,40.02238,30.53147,BeTi 16/6,Meta-Granite,Zircon,488.70,2.60,0.037,1.60,22,12,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2024.2406012,Coordinates gathered from map
627,U-Pb,"Uğurcan and Ustaömer, 2025",3,40.07574,30.48558,Gca 16/1,Syenitic Gneiss,Zircon,471.40,2.50,0.923,0.74,54,28,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2024.2406012,Coordinates gathered from map
628,U-Pb,"Uğurcan and Ustaömer, 2025",3,40.04298,30.46271,BeTi 16/1,Syenitic Gneiss,Zircon,473.90,5.70,0.009,1.90,20,11,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2024.2406012,Coordinates gathered from map
629,U-Pb,"Ülgen et al., 2022",5,41.09681,29.15408,-,Pluton,Zircon,67.24,0.63,1.000,0.33,88,45,conc,LA-ICPMS,International Journal of Earth Sciences,https://doi.org/10.1007/s00531-022-02213-1,Coordinates gathered from map
630,U-Pb,"Ural et al., 2021",26,38.63168,39.60062,6,Granodiorite,Zircon,84.00,2.70,0.078,1.40,28,29,mean,LA-ICPMS,Acta Geologica Sinica,https://doi.org/10.1111/1755-6724.14694,Coordinates gathered from map
631,U-Pb,"Ural et al., 2021",26,38.72048,39.23503,7,Granodiorite,Zircon,79.60,1.70,0.939,0.64,31,32,mean,LA-ICPMS,Acta Geologica Sinica,https://doi.org/10.1111/1755-6724.14694,Coordinates gathered from map
632,U-Pb,"Ural et al., 2021",26,38.72186,39.22174,10,Rhyodacite,Zircon,87.80,2.80,0.046,1.50,27,28,mean,LA-ICPMS,Acta Geologica Sinica,https://doi.org/10.1111/1755-6724.14694,Coordinates gathered from map
633,U-Pb,"Ural et al., 2021",26,38.45735,38.69601,17,Andesite,Zircon,82.00,4.30,0.055,1.90,8,9,mean,LA-ICPMS,Acta Geologica Sinica,https://doi.org/10.1111/1755-6724.14694,Coordinates gathered from map
634,U-Pb,"Ustaömer et al., 2005",59,40.883433,31.68210,99-3B,Pluton,Zircon,565.30,1.90,0.151,1.50,8,5,conc,not specified,Terra Nova,https://doi.org/10.1111/j.1365-3121.2005.00594.x,Coordinates gathered from map
635,U-Pb,"Ustaömer et al., 2005",59,40.860278,31.564817,99-5,Pluton,Zircon,576.00,6.00,0.187,1.60,3,5,disc,not specified,Terra Nova,https://doi.org/10.1111/j.1365-3121.2005.00594.x,Coordinates gathered from map
636,U-Pb,"Ustaömer et al., 2005",59,40.84842,31.61861,99-13,Meta Granitoid,Zircon,262.00,19,0.973,0.28,8,5,conc,not specified,Terra Nova,https://doi.org/10.1111/j.1365-3121.2005.00594.x,Coordinates gathered from map
637,U-Pb,"Ustaömer et al., 2009a",44,38.42587,42.02041,BIT-57,Granitic dyke,Zircon,531.40,3.60,0.767,0.77,22,12,conc,LA-ICPMS,Tectonophysics,https://doi.org/10.1016/j.tecto.2008.06.010,Coordinates gathered from map
638,U-Pb,"Ustaömer et al., 2009a",44,38.35967,42.05754,BIT-67,Granite,Zircon,545.50,6.10,0.131,1.40,16,9,conc,LA-ICPMS,Tectonophysics,https://doi.org/10.1016/j.tecto.2008.06.010,Coordinates gathered from map
639,U-Pb,"Ustaömer et al., 2009b",44,40.62800,27.62333,M1Q1,Tonalite,Zircon,47.60,0.2,0.487,0.99,38,39,mean,LA-ICPMS,Mineralogy and Petrology,https://doi.org/10.1007/s00710-009-0051-8,Coordinates gathered from map
640,U-Pb,"Ustaömer et al., 2012a",3,40.67755,41.03721,CN 36,Granite,Zircon,330.40,4.2,0.359,1.10,6,4,conc,LA-ICPMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
641,U-Pb,"Ustaömer et al., 2012a",3,40.66856,41.03279,CN 39,Dyke,Zircon,156.30,2,0.017,1.60,32,17,conc,LA-ICPMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
642,U-Pb,"Ustaömer et al., 2012a",3,40.88200,41.71552,DEM 1,Granitic vein,Zircon,325.40,2.8,0.015,1.60,34,18,conc,LA-ICPMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
643,U-Pb,"Ustaömer et al., 2012a",3,40.99194,41.72919,Narlık Granite,Granite,Zircon,330.00,19,0.914,0.52,13,15,disc,LA-ICPMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
644,U-Pb,"Ustaömer et al., 2012a",3,41.00025,41.72112,Karadağ paragneiss,Metagranitic intrusion,Zircon,357.70,4.8,0.581,0.88,14,8,conc,LA-ICPMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
645,U-Pb,"Ustaömer et al., 2012a",50,40.79644,41.56214,S 14,Granite,Zircon,179.80,1,0.230,1.40,10,6,conc,SIMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
646,U-Pb,"Ustaömer et al., 2012a",4,,,Sinevrat Granite,Granite,Zircon,173.60,2.6,0.242,1.20,20,21,mean,SIMS,GSL Special Publications,https://doi.org/10.1144/SP372.13,Coordinates gathered from map
647,U-Pb,"Ustaömer et al., 2012b",3,38.31365,42.19539,BİT 23_a,Metagranite,Zircon,529.10,5.3,0.601,0.76,6,4,conc,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2011.07.012,Coordinates gathered from map
648,U-Pb,"Ustaömer et al., 2012b",3,38.31365,42.19539,BİT 23_b,Metagranite,Zircon,572.00,4.8,0.295,1.15,18,10,conc,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2011.07.012,Coordinates gathered from map
649,U-Pb,"Ustaömer et al., 2012b",3,38.31891,42.18475,BİT 33,Paragneiss,Zircon,621.00,40,0.083,1.70,9,11,disc,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2011.07.012,Coordinates gathered from map
650,U-Pb,"Ustaömer et al., 2012c",50,40.04417,30.23236,Borçak,Metagranitoid,Zircon,319.50,#REF!,0.660,0.20,26,14,conc,SIMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1103-1,Coordinates gathered from map
651,U-Pb,"Ustaömer et al., 2012c",50,40.09694,30.00495,Küplü,Metagranitoid,Zircon,324.30,#REF!,0.750,0.11,14,8,conc,SIMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1103-1,Coordinates gathered from map
652,U-Pb,"Ustaömer et al., 2012c",50,40.04774,30.23910,Çaltı,Metagranitoid,Zircon,327.20,#REF!,0.140,2.20,8,5,conc,SIMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1103-1,Coordinates gathered from map
653,U-Pb,"van Hinsbergen et al., 2016",nd,38.776879,34.201956,K27099J,Plagiogranite,Zircon,90.56,0.14,0.550,0.60,2,3,mean,TIMS,Tectonics,https://doi.org/10.1002/2015TC004018,Coordinates gathered from map
654,U-Pb,"van Hinsbergen et al., 2016",nd,38.783,34.219807,K27099C,Plagiogranite,Zircon,89.29,0.4,0.001,5.20,3,4,mean,TIMS,Tectonics,https://doi.org/10.1002/2015TC004018,Coordinates gathered from map
655,U-Pb,"van Hinsbergen et al., 2016",nd,38.800904,34.656148,H26099c,Granite,Titanite,77.22,0.53,0.650,0.43,4,3,conc,TIMS,Tectonics,https://doi.org/10.1002/2015TC004018,Coordinates gathered from map
656,U-Pb,"Whitney and Hamilton., 2004",60,39.329122,33.688326,KM94-5,migmatitic gneiss,Monazite,84.10,0.8,0.900,0.50,15,17,disc,SHRIMP,Journal of the Geological Society,https://doi.org/10.1144/0016-764903-081,Coordinates gathered from map
657,U-Pb,"Whitney et al., 2003",60,37.986394,34.782656,ND95-22c,sillimanite schist,Monazite,84.70,0.7,0.910,0.60,21,23,disc,SHRIMP,Tectonophysics,https://doi.org/10.1016/j.tecto.2003.08.009,Coordinates gathered from map
658,U-Pb,"Whitney et al., 2003",60,37.97905,34.790663,ND98-2,sillimanite schist,Zircon,91.00,2,0.880,0.70,2,3,mean,SHRIMP,Tectonophysics,https://doi.org/10.1016/j.tecto.2003.08.009,Coordinates gathered from map
659,U-Pb,"Yapıcı et al., 2025",22,37.48497,35.79381,-,Granodiorite porphyry,Zircon,642.22,6.59,0.000,3.10,14,8,conc,LA-ICPMS,Journal of African Earth Sciences,https://doi.org/10.1016/j.jafrearsci.2025.105781,Coordinates gathered from map
660,U-Pb,"Yaşar et al., 2024",30,40.078287,30.512015,SM16_a,Orthogneiss,Zircon,318.20,2.4,0.000,3.80,16,9,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
661,U-Pb,"Yaşar et al., 2024",30,40.078287,30.512015,SM16_b,Orthogneiss,Zircon,472.50,6,0.000,3.80,16,9,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
662,U-Pb,"Yaşar et al., 2024",30,40.078287,30.512015,SM16_c,Orthogneiss,Zircon,635.40,9.6,0.619,0.48,2,2,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
663,U-Pb,"Yaşar et al., 2024",30,40.048496,30.450734,SM23,Orthogneiss,Zircon,484.50,2.9,0.120,1.40,18,10,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
664,U-Pb,"Yaşar et al., 2024",30,40.072922,30.484666,SM26_a,Orthogneiss,Zircon,452.00,3,1.000,0.32,42,22,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
665,U-Pb,"Yaşar et al., 2024",30,40.072922,30.484666,SM26_b,Orthogneiss,Zircon,650.40,9.7,0.658,0.69,6,4,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
666,U-Pb,"Yaşar et al., 2024",30,40.072922,30.484666,SM26_c,Orthogneiss,Zircon,963.00,11.7,0.303,1.20,6,4,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
667,U-Pb,"Yaşar et al., 2024",30,40.076674,30.619048,SM6,Amphibolite,Zircon,335.90,1.5,0.000,14.00,94,48,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
668,U-Pb,"Yaşar et al., 2024",30,40.063412,30.570385,SM12_a,Amphibolite,Zircon,334.00,2.1,0.000,8.30,16,9,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
669,U-Pb,"Yaşar et al., 2024",30,40.063412,30.570385,SM12_b,Amphibolite,Zircon,462.50,1.7,0.000,8.30,46,24,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
670,U-Pb,"Yaşar et al., 2024",30,40.079374,30.514412,SM19,Amphibolite,Zircon,327.40,0.7,0.078,1.40,28,15,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
671,U-Pb,"Yaşar et al., 2024",30,40.076061,30.518816,SM20,Amphibolite,Zircon,328.50,1.2,0.000,5.20,60,31,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
672,U-Pb,"Yaşar et al., 2024",30,40.044036,30.467468,SM21,Amphibolite,Zircon,465.40,1.5,0.000,7.60,82,42,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
673,U-Pb,"Yaşar et al., 2024",30,40.052674,30.57367,SM29,Amphibolite,Zircon,459.80,2.3,0.000,7.10,30,16,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
674,U-Pb,"Yaşar et al., 2024",30,40.065463,30.570046,SG3,Granitoid,Zircon,319.10,1.9,0.128,1.20,66,34,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
675,U-Pb,"Yaşar et al., 2024",30,40.067645,30.566345,SG9,Granitoid,Zircon,317.60,1.3,0.989,0.68,84,43,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
676,U-Pb,"Yaşar et al., 2024",30,40.07485,30.493202,SG10,Granitoid,Zircon,316.90,1.2,0.971,0.76,110,56,conc,LA-ICPMS,GSA Bulletin,https://doi.org/10.1130/B37857.1,Precise coordinates
677,U-Pb,"Yılmaz et al., 2021",5,41.43969,28.15806,ÇT-11,Monzogranite,Zircon,547.30,#REF!,0.230,5.80,44,23,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
678,U-Pb,"Yılmaz et al., 2021",5,41.43053,28.22442,ÇT-29,Granodiorite,Zircon,543.57,#REF!,0.010,6.30,38,20,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
679,U-Pb,"Yılmaz et al., 2021",5,41.45513,28.07411,IMG-1,Granodiorite,Zircon,538.80,#REF!,0.230,1.40,46,24,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
680,U-Pb,"Yılmaz et al., 2021",5,41.15644,28.41624,IM-3,Granodiorite,Zircon,534.80,#REF!,0.190,1.70,38,20,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
681,U-Pb,"Yılmaz et al., 2021",5,41.46156,28.17662,BK-1,Monzogranite,Zircon,540.20,#REF!,0.210,1.60,36,19,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
682,U-Pb,"Yılmaz et al., 2021",5,41.46156,28.17662,CS-5,Quartz monzonite,Zircon,525.30,#REF!,0.012,6.40,36,19,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
683,U-Pb,"Yılmaz et al., 2021",5,41.27951,28.37474,CS-48,Monzogranite,Zircon,548.70,#REF!,0.870,0.03,42,22,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
684,U-Pb,"Yılmaz et al., 2021",5,41.17287,28.41210,SF-1,Monzogranite,Zircon,534.00,#REF!,0.300,1.09,38,20,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
685,U-Pb,"Yılmaz et al., 2021",5,41.48888,28.10138,SF-2,Monzogranite,Zircon,543.30,#REF!,0.210,1.60,38,20,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2021.1901249,Precise coordinates
686,U-Pb,"Yılmazer et al., 2024",27,41.08850,32.02159,45,Biotite-hornblende tonalite,Zircon,561.80,6.9,0.923,0.57,18,20,disc,LA-ICPMS,Precambrian Research,https://doi.org/10.1016/j.precamres.2024.107475,Coordinates gathered from map
687,U-Pb,"Yılmazer et al., 2024",27,40.99856,31.98027,72B,Biotite-hornblende tonalite,Zircon,570.20,7.5,0.581,0.88,14,8,conc,LA-ICPMS,Precambrian Research,https://doi.org/10.1016/j.precamres.2024.107475,Coordinates gathered from map
688,U-Pb,"Yılmazer et al., 2024",27,41.05035,32.07468,115,Biotite tonalite,Zircon,565.80,5.1,0.306,1.12,26,14,conc,LA-ICPMS,Precambrian Research,https://doi.org/10.1016/j.precamres.2024.107475,Coordinates gathered from map
689,U-Pb,"Yılmazer et al., 2024",27,41.09217,31.95134,13047,Granodiorite,Zircon,573.90,8.4,0.678,0.75,10,12,disc,LA-ICPMS,Precambrian Research,https://doi.org/10.1016/j.precamres.2024.107475,Coordinates gathered from map
690,U-Pb,"Yılmazer et al., 2024",27,41.10951,31.92313,228,Biotite tonalite,Zircon,548.00,24,0.000,2.30,22,24,disc,LA-ICPMS,Precambrian Research,https://doi.org/10.1016/j.precamres.2024.107475,Coordinates gathered from map
691,U-Pb,"Yılmazer et al., 2025",14,40.48768,30.93694,637,Biotite gneiss,Zircon,558.00,27,0.135,2.00,2,4,disc,LA-ICPMS,Precambrian Research,https://doi.org/10.1016/j.precamres.2025.107855,Coordinates gathered from map
